ping_id,subscriber_ref,media_id,ping_date,ping_time,playback_position_seconds,device_code
SVP00203,SV100010,SVC0020,2023-08-30,22:42:10,960,stb
SVP00204,SV100010,SVC0020,2023-08-30,22:44:10,1080,stb
SVP00205,SV100010,SVC0020,2023-08-30,22:45:10,1140,stb
SVP00206,SV100010,SVC0020,2023-08-30,22:46:10,1200,stb
SVP00207,SV100010,SVC0020,2023-08-30,22:47:10,1260,stb
SVP00208,SV100010,SVC0020,2023-08-30,22:48:10,1320,stb
SVP00209,SV100010,SVC0020,2023-08-30,22:49:10,1380,stb
SVP00210,SV100010,SVC0020,2023-08-30,22:50:10,1440,stb
SVP00211,SV100010,SVC0020,2023-08-30,22:51:10,1500,stb
SVP00212,SV100010,SVC0020,2023-08-30,22:52:10,1560,stb
SVP00213,SV100010,SVC0020,2023-08-30,22:53:10,1620,stb
SVP00214,SV100014,SVC0002,2023-06-08,23:36:50,0,tab
SVP00215,SV100014,SVC0002,2023-06-08,23:37:50,60,tab
SVP00216,SV100014,SVC0002,2023-06-08,23:38:50,120,tab
SVP00217,SV100014,SVC0002,2023-06-08,23:39:50,180,tab
SVP00218,SV100014,SVC0002,2023-06-08,23:40:50,240,tab
SVP00219,SV100014,SVC0002,2023-06-08,23:41:50,300,tab
SVP00220,SV100014,SVC0002,2023-06-08,23:42:50,360,tab
SVP00221,SV100014,SVC0002,2023-06-08,23:43:50,420,tab
SVP00222,SV100014,SVC0002,2023-06-08,23:44:50,480,tab
SVP00223,SV100014,SVC0002,2023-06-08,23:45:50,540,tab
SVP00224,SV100014,SVC0002,2023-06-08,23:46:50,600,tab
SVP00225,SV100014,SVC0002,2023-06-08,23:47:50,660,tab
SVP00226,SV100014,SVC0002,2023-06-08,23:48:50,720,tab
SVP00227,SV100014,SVC0002,2023-06-08,23:49:50,780,tab
SVP00228,SV100014,SVC0002,2023-06-08,23:50:50,840,tab
SVP00229,SV100014,SVC0002,2023-06-08,23:51:50,900,tab
SVP00230,SV100014,SVC0002,2023-06-08,23:52:50,960,tab
SVP00231,SV100014,SVC0002,2023-06-08,23:53:50,1020,tab
SVP00232,SV100014,SVC0002,2023-06-08,23:54:50,1080,tab
SVP00233,SV100014,SVC0002,2023-06-08,23:55:50,1140,tab
SVP00234,SV100014,SVC0002,2023-06-08,23:56:50,1200,tab
SVP00235,SV100014,SVC0002,2023-06-08,23:57:50,1260,tab
SVP00236,SV100014,SVC0002,2023-06-08,23:58:50,1320,tab
SVP00237,SV100014,SVC0002,2023-06-08,23:59:50,1380,tab
SVP00238,SV100014,SVC0002,2023-06-09,00:00:50,1440,tab
SVP00239,SV100014,SVC0002,2023-06-09,00:01:50,1500,tab
SVP00240,SV100014,SVC0002,2023-06-09,00:02:50,1560,tab
SVP00241,SV100014,SVC0002,2023-06-09,00:03:50,1620,tab
SVP00242,SV100012,SVC0020,2025-07-24,08:53:05,0,browser
SVP00243,SV100012,SVC0020,2025-07-24,08:54:05,60,browser
SVP00244,SV100012,SVC0020,2025-07-24,08:55:05,120,browser
SVP00245,SV100012,SVC0020,2025-07-24,08:56:05,180,browser
SVP00246,SV100012,SVC0020,2025-07-24,08:57:05,240,browser
SVP00247,SV100012,SVC0020,2025-07-24,08:58:05,300,browser
SVP00248,SV100012,SVC0020,2025-07-24,08:59:05,360,browser
SVP00249,SV100012,SVC0020,2025-07-24,09:00:05,420,browser
SVP00250,SV100012,SVC0020,2025-07-24,09:01:05,480,browser
SVP00251,SV100012,SVC0020,2025-07-24,09:02:05,540,browser
SVP00252,SV100012,SVC0020,2025-07-24,09:03:05,600,browser
SVP00253,SV100012,SVC0020,2025-07-24,09:04:05,660,browser
SVP00254,SV100012,SVC0020,2025-07-24,09:05:05,720,browser
SVP00255,SV100012,SVC0020,2025-07-24,09:06:05,780,browser
SVP00256,SV100012,SVC0020,2025-07-24,09:07:05,840,browser
SVP00257,SV100012,SVC0020,2025-07-24,09:08:05,900,browser
SVP00258,SV100012,SVC0020,2025-07-24,09:09:05,960,browser
SVP00259,SV100012,SVC0020,2025-07-24,09:10:05,1020,browser
SVP00260,SV100012,SVC0020,2025-07-24,09:11:05,1080,browser
SVP00261,SV100012,SVC0020,2025-07-24,09:12:05,1140,browser
SVP00262,SV100012,SVC0020,2025-07-24,09:13:05,1200,browser
SVP00263,SV100012,SVC0020,2025-07-24,09:14:05,1260,browser
SVP00264,SV100022,SVC0003,2024-09-27,20:18:45,0,stb
SVP00265,SV100022,SVC0003,2024-09-27,20:19:45,60,stb
SVP00266,SV100022,SVC0003,2024-09-27,20:20:45,120,stb
SVP00267,SV100022,SVC0003,2024-09-27,20:21:45,180,stb
SVP00268,SV100022,SVC0003,2024-09-27,20:22:45,240,stb
SVP00269,SV100022,SVC0003,2024-09-27,20:23:45,300,stb
SVP00270,SV100022,SVC0003,2024-09-27,20:24:45,360,stb
SVP00271,SV100022,SVC0003,2024-09-27,20:25:45,420,stb
SVP00272,SV100022,SVC0003,2024-09-27,20:26:45,480,stb
SVP00273,SV100022,SVC0003,2024-09-27,20:27:45,540,stb
SVP00274,SV100022,SVC0003,2024-09-27,20:28:45,600,stb
SVP00275,SV100022,SVC0003,2024-09-27,20:29:45,660,stb
SVP00276,SV100022,SVC0003,2024-09-27,20:30:45,720,stb
SVP00277,SV100022,SVC0003,2024-09-27,20:31:45,780,stb
SVP00278,SV100022,SVC0003,2024-09-27,20:32:45,840,stb
SVP00279,SV100022,SVC0003,2024-09-27,20:33:45,900,stb
SVP00280,SV100022,SVC0003,2024-09-27,20:34:45,960,stb
SVP00281,SV100022,SVC0003,2024-09-27,20:35:45,1020,stb
SVP00282,SV100022,SVC0003,2024-09-27,20:36:45,1080,stb
SVP00283,SV100022,SVC0003,2024-09-27,20:37:45,1140,stb
SVP00284,SV100022,SVC0003,2024-09-27,20:38:45,1200,stb
SVP00285,SV100022,SVC0003,2024-09-27,20:39:45,1260,stb
SVP00286,SV100022,SVC0003,2024-09-27,20:40:45,1320,stb
SVP00287,SV100022,SVC0003,2024-09-27,20:41:45,1380,stb
SVP00288,SV100022,SVC0003,2024-09-27,20:42:45,1440,stb
SVP00289,SV100022,SVC0003,2024-09-27,20:43:45,1500,stb
SVP00290,SV100022,SVC0003,2024-09-27,20:44:45,1560,stb
SVP00291,SV100022,SVC0003,2024-09-27,20:45:45,1620,stb
SVP00292,SV100022,SVC0003,2024-09-27,20:46:45,1680,stb
SVP00293,SV100022,SVC0003,2024-09-27,20:47:45,1740,stb
SVP00294,SV100022,SVC0003,2024-09-27,20:48:45,1800,stb
SVP00295,SV100022,SVC0003,2024-09-27,20:49:45,1860,stb
SVP00296,SV100022,SVC0003,2024-09-27,20:50:45,1920,stb
SVP00297,SV100022,SVC0003,2024-09-27,20:51:45,1980,stb
SVP00298,SV100022,SVC0003,2024-09-27,20:52:45,2040,stb
SVP00299,SV100012,SVC0001,2024-12-29,11:39:07,0,browser
SVP00300,SV100012,SVC0001,2024-12-29,11:40:07,60,browser
SVP00301,SV100012,SVC0001,2024-12-29,11:41:07,120,browser
SVP00302,SV100012,SVC0001,2024-12-29,11:42:07,180,browser
SVP00303,SV100012,SVC0001,2024-12-29,11:43:07,240,browser
SVP00304,SV100012,SVC0001,2024-12-29,11:44:07,300,browser
SVP00305,SV100012,SVC0001,2024-12-29,11:45:07,360,browser
SVP00306,SV100012,SVC0001,2024-12-29,11:46:07,420,browser
SVP00307,SV100012,SVC0001,2024-12-29,11:47:07,480,browser
SVP00308,SV100012,SVC0001,2024-12-29,11:48:07,540,browser
SVP00309,SV100012,SVC0001,2024-12-29,11:49:07,600,browser
SVP00310,SV100012,SVC0001,2024-12-29,11:50:07,660,browser
SVP00311,SV100012,SVC0001,2024-12-29,11:51:07,720,browser
SVP00312,SV100012,SVC0001,2024-12-29,11:52:07,780,browser
SVP00313,SV100012,SVC0001,2024-12-29,11:53:07,840,browser
SVP00314,SV100012,SVC0001,2024-12-29,11:54:07,900,browser
SVP00315,SV100012,SVC0001,2024-12-29,11:55:07,960,browser
SVP00316,SV100012,SVC0001,2024-12-29,11:56:07,1020,browser
SVP00317,SV100012,SVC0001,2024-12-29,11:57:07,1080,browser
SVP00318,SV100012,SVC0001,2024-12-29,11:58:07,1140,browser
SVP00319,SV100012,SVC0001,2024-12-29,12:00:07,1260,browser
SVP00320,SV100012,SVC0001,2024-12-29,12:01:07,1320,browser
SVP00321,SV100012,SVC0001,2024-12-29,12:02:07,1380,browser
SVP00322,SV100012,SVC0001,2024-12-29,12:03:07,1440,browser
SVP00323,SV100012,SVC0001,2024-12-29,12:04:07,1500,browser
SVP00324,SV100012,SVC0001,2024-12-29,12:05:07,1560,browser
SVP00325,SV100012,SVC0001,2024-12-29,12:06:07,1620,browser
SVP00326,SV100012,SVC0001,2024-12-29,12:07:07,1680,browser
SVP00327,SV100012,SVC0001,2024-12-29,12:08:07,1740,browser
SVP00328,SV100012,SVC0001,2024-12-29,12:09:07,1800,browser
SVP00329,SV100012,SVC0001,2024-12-29,12:10:07,1860,browser
SVP00330,SV100012,SVC0001,2024-12-29,12:11:07,1920,browser
SVP00331,SV100012,SVC0001,2024-12-29,12:12:07,1980,browser
SVP00332,SV100012,SVC0001,2024-12-29,12:13:07,2040,browser
SVP00333,SV100012,SVC0001,2024-12-29,12:14:07,2100,browser
SVP00334,SV100012,SVC0001,2024-12-29,12:15:07,2160,browser
SVP00335,SV100012,SVC0001,2024-12-29,12:16:07,2220,browser
SVP00336,SV100012,SVC0001,2024-12-29,12:17:07,2280,browser
SVP00337,SV100012,SVC0001,2024-12-29,12:18:07,2340,browser
SVP00338,SV100012,SVC0001,2024-12-29,12:19:07,2400,browser
SVP00339,SV100012,SVC0001,2024-12-29,12:20:07,2460,browser
SVP00340,SV100005,SVC0024,2025-03-26,18:58:55,0,stb
SVP00341,SV100005,SVC0024,2025-03-26,18:59:55,60,stb
SVP00342,SV100005,SVC0024,2025-03-26,19:00:55,120,stb
SVP00343,SV100005,SVC0024,2025-03-26,19:01:55,180,stb
SVP00344,SV100005,SVC0024,2025-03-26,19:02:55,240,stb
SVP00345,SV100005,SVC0024,2025-03-26,19:03:55,300,stb
SVP00346,SV100005,SVC0024,2025-03-26,19:04:55,360,stb
SVP00347,SV100005,SVC0024,2025-03-26,19:05:55,420,stb
SVP00348,SV100005,SVC0024,2025-03-26,19:06:55,480,stb
SVP00349,SV100005,SVC0024,2025-03-26,19:07:55,540,stb
SVP00350,SV100005,SVC0024,2025-03-26,19:08:55,600,stb
SVP00351,SV100005,SVC0024,2025-03-26,19:09:55,660,stb
SVP00352,SV100005,SVC0024,2025-03-26,19:10:55,720,stb
SVP00353,SV100005,SVC0024,2025-03-26,19:11:55,780,stb
SVP00354,SV100005,SVC0024,2025-03-26,19:12:55,840,stb
SVP00355,SV100005,SVC0024,2025-03-26,19:13:55,900,stb
SVP00356,SV100005,SVC0024,2025-03-26,19:14:55,960,stb
SVP00357,SV100005,SVC0024,2025-03-26,19:15:55,1020,stb
SVP00358,SV100005,SVC0024,2025-03-26,19:16:55,1080,stb
SVP00359,SV100005,SVC0024,2025-03-26,19:17:55,1140,stb
SVP00360,SV100005,SVC0024,2025-03-26,19:18:55,1200,stb
SVP00361,SV100005,SVC0024,2025-03-26,19:19:55,1260,stb
SVP00362,SV100005,SVC0024,2025-03-26,19:20:55,1320,stb
SVP00363,SV100005,SVC0024,2025-03-26,19:21:55,1380,stb
SVP00364,SV100005,SVC0024,2025-03-26,19:22:55,1440,stb
SVP00365,SV100005,SVC0024,2025-03-26,19:23:55,1500,stb
SVP00366,SV100005,SVC0024,2025-03-26,19:24:55,1560,stb
SVP00367,SV100005,SVC0024,2025-03-26,19:25:55,1620,stb
SVP00368,SV100005,SVC0024,2025-03-26,19:26:55,1680,stb
SVP00369,SV100005,SVC0024,2025-03-26,19:27:55,1740,stb
SVP00370,SV100005,SVC0024,2025-03-26,19:29:55,1860,stb
SVP00371,SV100005,SVC0024,2025-03-26,19:30:55,1920,stb
SVP00372,SV100005,SVC0024,2025-03-26,19:31:55,1980,stb
SVP00373,SV100005,SVC0024,2025-03-26,19:32:55,2040,stb
SVP00374,SV100005,SVC0024,2025-03-26,19:33:55,2100,stb
SVP00375,SV100005,SVC0024,2025-03-26,19:34:55,2160,stb
SVP00376,SV100005,SVC0024,2025-03-26,19:35:55,2220,stb
SVP00377,SV100005,SVC0024,2025-03-26,19:36:55,2280,stb
SVP00378,SV100005,SVC0024,2025-03-26,19:37:55,2340,stb
SVP00379,SV100005,SVC0024,2025-03-26,19:38:55,2400,stb
SVP00380,SV100005,SVC0024,2025-03-26,19:39:55,2460,stb
SVP00381,SV100013,SVC0018,2023-10-08,19:55:35,0,stb
SVP00382,SV100013,SVC0018,2023-10-08,19:56:35,60,stb
SVP00383,SV100013,SVC0018,2023-10-08,19:57:35,120,stb
SVP00384,SV100013,SVC0018,2023-10-08,19:58:35,180,stb
SVP00385,SV100013,SVC0018,2023-10-08,19:59:35,240,stb
SVP00386,SV100013,SVC0018,2023-10-08,20:00:35,300,stb
SVP00387,SV100013,SVC0018,2023-10-08,20:01:35,360,stb
SVP00388,SV100013,SVC0018,2023-10-08,20:02:35,420,stb
SVP00389,SV100013,SVC0018,2023-10-08,20:03:35,480,stb
SVP00390,SV100013,SVC0018,2023-10-08,20:04:35,540,stb
SVP00391,SV100013,SVC0018,2023-10-08,20:05:35,600,stb
SVP00392,SV100013,SVC0018,2023-10-08,20:06:35,660,stb
