ping_id,subscriber_ref,media_id,ping_date,ping_time,playback_position_seconds,device_code
SVP00038,SV100014,SVC0002,2021-09-11,14:02:40,1320,mob
SVP00039,SV100014,SVC0002,2021-09-11,14:03:40,1380,mob
SVP00040,SV100014,SVC0002,2021-09-11,14:04:40,1440,mob
SVP00041,SV100014,SVC0002,2021-09-11,14:05:40,1500,mob
SVP00042,SV100014,SVC0002,2021-09-11,14:06:40,1560,mob
SVP00043,SV100014,SVC0002,2021-09-11,14:07:40,1620,mob
SVP00044,SV100014,SVC0002,2021-09-11,14:08:40,1680,mob
SVP00045,SV100014,SVC0002,2021-09-11,14:09:40,1740,mob
SVP00046,SV100014,SVC0002,2021-09-11,14:10:40,1800,mob
SVP00047,SV100014,SVC0002,2021-09-11,14:11:40,1860,mob
SVP00048,SV100014,SVC0002,2021-09-11,14:12:40,1920,mob
SVP00049,SV100014,SVC0002,2021-09-11,14:13:40,1980,mob
SVP00050,SV100014,SVC0002,2021-09-11,14:14:40,2040,mob
SVP00051,SV100014,SVC0002,2021-09-11,14:15:40,2100,mob
SVP00052,SV100014,SVC0002,2021-09-11,14:16:40,2160,mob
SVP00053,SV100014,SVC0002,2021-09-11,14:17:40,2220,mob
SVP00054,SV100014,SVC0002,2021-09-11,14:18:40,2280,mob
SVP00055,SV100014,SVC0002,2021-09-11,14:19:40,2340,mob
SVP00056,SV100014,SVC0002,2021-09-11,14:20:40,2400,mob
SVP00057,SV100014,SVC0002,2021-09-11,14:21:40,2460,mob
SVP00058,SV100014,SVC0002,2021-09-11,14:22:40,2520,mob
SVP00059,SV100014,SVC0002,2021-09-11,14:23:40,2580,mob
SVP00060,SV100014,SVC0002,2021-09-11,14:24:40,2640,mob
SVP00061,SV100014,SVC0002,2021-09-11,14:25:40,2700,mob
SVP00062,SV100014,SVC0002,2021-09-11,14:26:40,2760,mob
SVP00063,SV100014,SVC0002,2021-09-11,14:27:40,2820,mob
SVP00064,SV100014,SVC0002,2021-09-11,14:28:40,2880,mob
SVP00065,SV100014,SVC0002,2021-09-11,14:29:40,2940,mob
SVP00066,SV100014,SVC0002,2021-09-11,14:30:40,3000,mob
SVP00067,SV100014,SVC0002,2021-09-11,14:31:40,3060,mob
SVP00068,SV100014,SVC0002,2021-09-11,14:32:40,3120,mob
SVP00069,SV100014,SVC0002,2021-09-11,14:33:40,3180,mob
SVP00070,SV100014,SVC0002,2021-09-11,14:34:40,3240,mob
SVP00071,SV100014,SVC0002,2021-09-11,14:35:40,3300,mob
SVP00072,SV100014,SVC0002,2021-09-11,14:36:40,3360,mob
SVP00073,SV100014,SVC0002,2021-09-11,14:37:40,3420,mob
SVP00074,SV100014,SVC0002,2021-09-11,14:38:40,3480,mob
SVP00075,SV100014,SVC0002,2021-09-11,14:39:40,3540,mob
SVP00076,SV100019,SVC0019,2021-04-12,13:02:35,0,browser
SVP00077,SV100019,SVC0019,2021-04-12,13:03:35,60,browser
SVP00078,SV100019,SVC0019,2021-04-12,13:04:35,120,browser
SVP00079,SV100019,SVC0019,2021-04-12,13:05:35,180,browser
SVP00080,SV100019,SVC0019,2021-04-12,13:06:35,240,browser
SVP00081,SV100019,SVC0019,2021-04-12,13:07:35,300,browser
SVP00082,SV100019,SVC0019,2021-04-12,13:08:35,360,browser
SVP00083,SV100019,SVC0019,2021-04-12,13:09:35,420,browser
SVP00084,SV100019,SVC0019,2021-04-12,13:10:35,480,browser
SVP00085,SV100019,SVC0019,2021-04-12,13:11:35,540,browser
SVP00086,SV100019,SVC0019,2021-04-12,13:12:35,600,browser
SVP00087,SV100019,SVC0019,2021-04-12,13:13:35,660,browser
SVP00088,SV100005,SVC0018,2022-09-24,23:52:43,0,stb
SVP00089,SV100005,SVC0018,2022-09-24,23:53:43,60,stb
SVP00090,SV100005,SVC0018,2022-09-24,23:54:43,120,stb
SVP00091,SV100005,SVC0018,2022-09-24,23:55:43,180,stb
SVP00092,SV100005,SVC0018,2022-09-24,23:56:43,240,stb
SVP00093,SV100005,SVC0018,2022-09-24,23:58:43,360,stb
SVP00094,SV100005,SVC0018,2022-09-24,23:59:43,420,stb
SVP00095,SV100005,SVC0018,2022-09-25,00:00:43,480,stb
SVP00096,SV100005,SVC0018,2022-09-25,00:01:43,540,stb
SVP00097,SV100005,SVC0018,2022-09-25,00:02:43,600,stb
SVP00098,SV100005,SVC0018,2022-09-25,00:03:43,660,stb
SVP00099,SV100012,SVC0004,2021-05-09,07:39:13,0,mob
SVP00100,SV100012,SVC0004,2021-05-09,07:40:13,60,mob
SVP00101,SV100012,SVC0004,2021-05-09,07:41:13,120,mob
SVP00102,SV100012,SVC0004,2021-05-09,07:42:13,180,mob
SVP00103,SV100012,SVC0004,2021-05-09,07:43:13,240,mob
SVP00104,SV100012,SVC0004,2021-05-09,07:44:13,300,mob
SVP00105,SV100012,SVC0004,2021-05-09,07:45:13,360,mob
SVP00106,SV100012,SVC0004,2021-05-09,07:46:13,420,mob
SVP00107,SV100012,SVC0004,2021-05-09,07:47:13,480,mob
SVP00108,SV100012,SVC0004,2021-05-09,07:48:13,540,mob
SVP00109,SV100012,SVC0004,2021-05-09,07:49:13,600,mob
SVP00110,SV100012,SVC0004,2021-05-09,07:50:13,660,mob
SVP00111,SV100012,SVC0004,2021-05-09,07:51:13,720,mob
SVP00112,SV100012,SVC0004,2021-05-09,07:52:13,780,mob
SVP00113,SV100012,SVC0004,2021-05-09,07:53:13,840,mob
SVP00114,SV100012,SVC0004,2021-05-09,07:54:13,900,mob
SVP00115,SV100012,SVC0004,2021-05-09,07:55:13,960,mob
SVP00116,SV100012,SVC0004,2021-05-09,07:56:13,1020,mob
SVP00117,SV100012,SVC0004,2021-05-09,07:57:13,1080,mob
SVP00118,SV100012,SVC0004,2021-05-09,07:58:13,1140,mob
SVP00119,SV100012,SVC0004,2021-05-09,07:59:13,1200,mob
SVP00120,SV100012,SVC0004,2021-05-09,08:00:13,1260,mob
SVP00121,SV100012,SVC0004,2021-05-09,08:01:13,1320,mob
SVP00122,SV100012,SVC0004,2021-05-09,08:02:13,1380,mob
SVP00123,SV100012,SVC0004,2021-05-09,08:03:13,1440,mob
SVP00124,SV100012,SVC0004,2021-05-09,08:04:13,1500,mob
SVP00125,SV100012,SVC0004,2021-05-09,08:05:13,1560,mob
SVP00126,SV100012,SVC0004,2021-05-09,08:06:13,1620,mob
SVP00127,SV100012,SVC0004,2021-05-09,08:07:13,1680,mob
SVP00128,SV100012,SVC0004,2021-05-09,08:08:13,1740,mob
SVP00129,SV100012,SVC0004,2021-05-09,08:09:13,1800,mob
SVP00130,SV100012,SVC0004,2021-05-09,08:10:13,1860,mob
SVP00131,SV100012,SVC0004,2021-05-09,08:11:13,1920,mob
SVP00132,SV100012,SVC0004,2021-05-09,08:12:13,1980,mob
SVP00133,SV100012,SVC0004,2021-05-09,08:13:13,2040,mob
SVP00134,SV100012,SVC0004,2021-05-09,08:14:13,2100,mob
SVP00135,SV100012,SVC0004,2021-05-09,08:15:13,2160,mob
SVP00136,SV100012,SVC0004,2021-05-09,08:16:13,2220,mob
SVP00137,SV100012,SVC0004,2021-05-09,08:17:13,2280,mob
SVP00138,SV100012,SVC0004,2021-05-09,08:18:13,2340,mob
SVP00139,SV100012,SVC0004,2021-05-09,08:19:13,2400,mob
SVP00140,SV100012,SVC0004,2021-05-09,08:20:13,2460,mob
SVP00141,SV100014,SVC0025,2023-08-12,20:23:19,0,browser
SVP00142,SV100014,SVC0025,2023-08-12,20:24:19,60,browser
SVP00143,SV100014,SVC0025,2023-08-12,20:25:19,120,browser
SVP00144,SV100014,SVC0025,2023-08-12,20:26:19,180,browser
SVP00145,SV100014,SVC0025,2023-08-12,20:27:19,240,browser
SVP00146,SV100014,SVC0025,2023-08-12,20:28:19,300,browser
SVP00147,SV100014,SVC0025,2023-08-12,20:29:19,360,browser
SVP00148,SV100014,SVC0025,2023-08-12,20:30:19,420,browser
SVP00149,SV100014,SVC0025,2023-08-12,20:31:19,480,browser
SVP00150,SV100014,SVC0025,2023-08-12,20:32:19,540,browser
SVP00151,SV100014,SVC0025,2023-08-12,20:33:19,600,browser
SVP00152,SV100014,SVC0025,2023-08-12,20:34:19,660,browser
SVP00153,SV100014,SVC0025,2023-08-12,20:35:19,720,browser
SVP00154,SV100014,SVC0025,2023-08-12,20:36:19,780,browser
SVP00155,SV100014,SVC0025,2023-08-12,20:37:19,840,browser
SVP00156,SV100014,SVC0025,2023-08-12,20:38:19,900,browser
SVP00157,SV100014,SVC0025,2023-08-12,20:39:19,960,browser
SVP00158,SV100014,SVC0025,2023-08-12,20:40:19,1020,browser
SVP00159,SV100023,SVC0025,2021-06-17,15:33:31,0,stb
SVP00160,SV100023,SVC0025,2021-06-17,15:34:31,60,stb
SVP00161,SV100023,SVC0025,2021-06-17,15:35:31,120,stb
SVP00162,SV100023,SVC0025,2021-06-17,15:36:31,180,stb
SVP00163,SV100023,SVC0025,2021-06-17,15:37:31,240,stb
SVP00164,SV100023,SVC0025,2021-06-17,15:38:31,300,stb
SVP00165,SV100023,SVC0025,2021-06-17,15:39:31,360,stb
SVP00166,SV100023,SVC0025,2021-06-17,15:40:31,420,stb
SVP00167,SV100023,SVC0025,2021-06-17,15:41:31,480,stb
SVP00168,SV100023,SVC0025,2021-06-17,15:42:31,540,stb
SVP00169,SV100023,SVC0025,2021-06-17,15:43:31,600,stb
SVP00170,SV100023,SVC0025,2021-06-17,15:44:31,660,stb
SVP00171,SV100023,SVC0025,2021-06-17,15:45:31,720,stb
SVP00172,SV100023,SVC0025,2021-06-17,15:46:31,780,stb
SVP00173,SV100023,SVC0025,2021-06-17,15:47:31,840,stb
SVP00174,SV100023,SVC0025,2021-06-17,15:48:31,900,stb
SVP00175,SV100023,SVC0025,2021-06-17,15:49:31,960,stb
SVP00176,SV100023,SVC0025,2021-06-17,15:50:31,1020,stb
SVP00177,SV100023,SVC0025,2021-06-17,15:51:31,1080,stb
SVP00178,SV100023,SVC0025,2021-06-17,15:52:31,1140,stb
SVP00179,SV100023,SVC0025,2021-06-17,15:53:31,1200,stb
SVP00180,SV100023,SVC0025,2021-06-17,15:54:31,1260,stb
SVP00181,SV100023,SVC0025,2021-06-17,15:55:31,1320,stb
SVP00182,SV100023,SVC0025,2021-06-17,15:56:31,1380,stb
SVP00183,SV100023,SVC0025,2021-06-17,15:57:31,1440,stb
SVP00184,SV100023,SVC0025,2021-06-17,15:58:31,1500,stb
SVP00185,SV100023,SVC0025,2021-06-17,15:59:31,1560,stb
SVP00186,SV100023,SVC0025,2021-06-17,16:00:31,1620,stb
SVP00187,SV100010,SVC0020,2021-08-30,22:26:10,0,stb
SVP00188,SV100010,SVC0020,2021-08-30,22:27:10,60,stb
SVP00189,SV100010,SVC0020,2021-08-30,22:28:10,120,stb
SVP00190,SV100010,SVC0020,2021-08-30,22:29:10,180,stb
SVP00191,SV100010,SVC0020,2021-08-30,22:30:10,240,stb
SVP00192,SV100010,SVC0020,2021-08-30,22:31:10,300,stb
SVP00193,SV100010,SVC0020,2021-08-30,22:32:10,360,stb
SVP00194,SV100010,SVC0020,2021-08-30,22:33:10,420,stb
SVP00195,SV100010,SVC0020,2021-08-30,22:34:10,480,stb
SVP00196,SV100010,SVC0020,2021-08-30,22:35:10,540,stb
SVP00197,SV100010,SVC0020,2021-08-30,22:36:10,600,stb
SVP00198,SV100010,SVC0020,2021-08-30,22:37:10,660,stb
SVP00199,SV100010,SVC0020,2021-08-30,22:38:10,720,stb
SVP00200,SV100010,SVC0020,2021-08-30,22:39:10,780,stb
SVP00201,SV100010,SVC0020,2021-08-30,22:40:10,840,stb
SVP00202,SV100010,SVC0020,2021-08-30,22:41:10,900,stb
SVP00203,SV100010,SVC0020,2021-08-30,22:42:10,960,stb
SVP00204,SV100010,SVC0020,2021-08-30,22:44:10,1080,stb
SVP00205,SV100010,SVC0020,2021-08-30,22:45:10,1140,stb
SVP00206,SV100010,SVC0020,2021-08-30,22:46:10,1200,stb
SVP00207,SV100010,SVC0020,2021-08-30,22:47:10,1260,stb
SVP00208,SV100010,SVC0020,2021-08-30,22:48:10,1320,stb
SVP00209,SV100010,SVC0020,2021-08-30,22:49:10,1380,stb
SVP00210,SV100010,SVC0020,2021-08-30,22:50:10,1440,stb
SVP00211,SV100010,SVC0020,2021-08-30,22:51:10,1500,stb
SVP00212,SV100010,SVC0020,2021-08-30,22:52:10,1560,stb
SVP00213,SV100010,SVC0020,2021-08-30,22:53:10,1620,stb
SVP00214,SV100014,SVC0002,2021-06-08,23:36:50,0,tab
SVP00215,SV100014,SVC0002,2021-06-08,23:37:50,60,tab
SVP00216,SV100014,SVC0002,2021-06-08,23:38:50,120,tab
SVP00217,SV100014,SVC0002,2021-06-08,23:39:50,180,tab
SVP00218,SV100014,SVC0002,2021-06-08,23:40:50,240,tab
SVP00219,SV100014,SVC0002,2021-06-08,23:41:50,300,tab
SVP00220,SV100014,SVC0002,2021-06-08,23:42:50,360,tab
SVP00221,SV100014,SVC0002,2021-06-08,23:43:50,420,tab
SVP00222,SV100014,SVC0002,2021-06-08,23:44:50,480,tab
SVP00223,SV100014,SVC0002,2021-06-08,23:45:50,540,tab
SVP00224,SV100014,SVC0002,2021-06-08,23:46:50,600,tab
SVP00225,SV100014,SVC0002,2021-06-08,23:47:50,660,tab
SVP00226,SV100014,SVC0002,2021-06-08,23:48:50,720,tab
SVP00227,SV100014,SVC0002,2021-06-08,23:49:50,780,tab
SVP00228,SV100014,SVC0002,2021-06-08,23:50:50,840,tab
SVP00229,SV100014,SVC0002,2021-06-08,23:51:50,900,tab
SVP00230,SV100014,SVC0002,2021-06-08,23:52:50,960,tab
SVP00231,SV100014,SVC0002,2021-06-08,23:53:50,1020,tab
SVP00232,SV100014,SVC0002,2021-06-08,23:54:50,1080,tab
SVP00233,SV100014,SVC0002,2021-06-08,23:55:50,1140,tab
SVP00234,SV100014,SVC0002,2021-06-08,23:56:50,1200,tab
SVP00235,SV100014,SVC0002,2021-06-08,23:57:50,1260,tab
SVP00236,SV100014,SVC0002,2021-06-08,23:58:50,1320,tab
SVP00237,SV100014,SVC0002,2021-06-08,23:59:50,1380,tab
SVP00238,SV100014,SVC0002,2021-06-09,00:00:50,1440,tab
SVP00239,SV100014,SVC0002,2021-06-09,00:01:50,1500,tab
SVP00240,SV100014,SVC0002,2021-06-09,00:02:50,1560,tab
SVP00241,SV100014,SVC0002,2021-06-09,00:03:50,1620,tab
SVP00242,SV100012,SVC0020,2023-07-24,08:53:05,0,browser
SVP00243,SV100012,SVC0020,2023-07-24,08:54:05,60,browser
SVP00244,SV100012,SVC0020,2023-07-24,08:55:05,120,browser
SVP00245,SV100012,SVC0020,2023-07-24,08:56:05,180,browser
SVP00246,SV100012,SVC0020,2023-07-24,08:57:05,240,browser
SVP00247,SV100012,SVC0020,2023-07-24,08:58:05,300,browser
SVP00248,SV100012,SVC0020,2023-07-24,08:59:05,360,browser
SVP00249,SV100012,SVC0020,2023-07-24,09:00:05,420,browser
SVP00250,SV100012,SVC0020,2023-07-24,09:01:05,480,browser
SVP00251,SV100012,SVC0020,2023-07-24,09:02:05,540,browser
SVP00252,SV100012,SVC0020,2023-07-24,09:03:05,600,browser
SVP00253,SV100012,SVC0020,2023-07-24,09:04:05,660,browser
SVP00254,SV100012,SVC0020,2023-07-24,09:05:05,720,browser
SVP00255,SV100012,SVC0020,2023-07-24,09:06:05,780,browser
SVP00256,SV100012,SVC0020,2023-07-24,09:07:05,840,browser
SVP00257,SV100012,SVC0020,2023-07-24,09:08:05,900,browser
SVP00258,SV100012,SVC0020,2023-07-24,09:09:05,960,browser
SVP00259,SV100012,SVC0020,2023-07-24,09:10:05,1020,browser
SVP00260,SV100012,SVC0020,2023-07-24,09:11:05,1080,browser
SVP00261,SV100012,SVC0020,2023-07-24,09:12:05,1140,browser
SVP00262,SV100012,SVC0020,2023-07-24,09:13:05,1200,browser
SVP00263,SV100012,SVC0020,2023-07-24,09:14:05,1260,browser
SVP00264,SV100022,SVC0003,2022-09-27,20:18:45,0,stb
SVP00265,SV100022,SVC0003,2022-09-27,20:19:45,60,stb
SVP00266,SV100022,SVC0003,2022-09-27,20:20:45,120,stb
SVP00267,SV100022,SVC0003,2022-09-27,20:21:45,180,stb
SVP00268,SV100022,SVC0003,2022-09-27,20:22:45,240,stb
SVP00269,SV100022,SVC0003,2022-09-27,20:23:45,300,stb
SVP00270,SV100022,SVC0003,2022-09-27,20:24:45,360,stb
SVP00271,SV100022,SVC0003,2022-09-27,20:25:45,420,stb
SVP00272,SV100022,SVC0003,2022-09-27,20:26:45,480,stb
SVP00273,SV100022,SVC0003,2022-09-27,20:27:45,540,stb
SVP00274,SV100022,SVC0003,2022-09-27,20:28:45,600,stb
SVP00275,SV100022,SVC0003,2022-09-27,20:29:45,660,stb
SVP00276,SV100022,SVC0003,2022-09-27,20:30:45,720,stb
SVP00277,SV100022,SVC0003,2022-09-27,20:31:45,780,stb
SVP00278,SV100022,SVC0003,2022-09-27,20:32:45,840,stb
SVP00279,SV100022,SVC0003,2022-09-27,20:33:45,900,stb
SVP00280,SV100022,SVC0003,2022-09-27,20:34:45,960,stb
SVP00281,SV100022,SVC0003,2022-09-27,20:35:45,1020,stb
SVP00282,SV100022,SVC0003,2022-09-27,20:36:45,1080,stb
SVP00283,SV100022,SVC0003,2022-09-27,20:37:45,1140,stb
SVP00284,SV100022,SVC0003,2022-09-27,20:38:45,1200,stb
SVP00285,SV100022,SVC0003,2022-09-27,20:39:45,1260,stb
SVP00286,SV100022,SVC0003,2022-09-27,20:40:45,1320,stb
SVP00287,SV100022,SVC0003,2022-09-27,20:41:45,1380,stb
SVP00288,SV100022,SVC0003,2022-09-27,20:42:45,1440,stb
SVP00289,SV100022,SVC0003,2022-09-27,20:43:45,1500,stb
SVP00290,SV100022,SVC0003,2022-09-27,20:44:45,1560,stb
SVP00291,SV100022,SVC0003,2022-09-27,20:45:45,1620,stb
SVP00292,SV100022,SVC0003,2022-09-27,20:46:45,1680,stb
SVP00293,SV100022,SVC0003,2022-09-27,20:47:45,1740,stb
SVP00294,SV100022,SVC0003,2022-09-27,20:48:45,1800,stb
SVP00295,SV100022,SVC0003,2022-09-27,20:49:45,1860,stb
SVP00296,SV100022,SVC0003,2022-09-27,20:50:45,1920,stb
SVP00297,SV100022,SVC0003,2022-09-27,20:51:45,1980,stb
SVP00298,SV100022,SVC0003,2022-09-27,20:52:45,2040,stb
SVP00299,SV100012,SVC0001,2022-12-29,11:39:07,0,browser
SVP00300,SV100012,SVC0001,2022-12-29,11:40:07,60,browser
SVP00301,SV100012,SVC0001,2022-12-29,11:41:07,120,browser
SVP00302,SV100012,SVC0001,2022-12-29,11:42:07,180,browser
SVP00303,SV100012,SVC0001,2022-12-29,11:43:07,240,browser
SVP00304,SV100012,SVC0001,2022-12-29,11:44:07,300,browser
SVP00305,SV100012,SVC0001,2022-12-29,11:45:07,360,browser
SVP00306,SV100012,SVC0001,2022-12-29,11:46:07,420,browser
SVP00307,SV100012,SVC0001,2022-12-29,11:47:07,480,browser
SVP00308,SV100012,SVC0001,2022-12-29,11:48:07,540,browser
SVP00309,SV100012,SVC0001,2022-12-29,11:49:07,600,browser
SVP00310,SV100012,SVC0001,2022-12-29,11:50:07,660,browser
SVP00311,SV100012,SVC0001,2022-12-29,11:51:07,720,browser
SVP00312,SV100012,SVC0001,2022-12-29,11:52:07,780,browser
SVP00313,SV100012,SVC0001,2022-12-29,11:53:07,840,browser
SVP00314,SV100012,SVC0001,2022-12-29,11:54:07,900,browser
SVP00315,SV100012,SVC0001,2022-12-29,11:55:07,960,browser
SVP00316,SV100012,SVC0001,2022-12-29,11:56:07,1020,browser
SVP00317,SV100012,SVC0001,2022-12-29,11:57:07,1080,browser
SVP00318,SV100012,SVC0001,2022-12-29,11:58:07,1140,browser
SVP00319,SV100012,SVC0001,2022-12-29,12:00:07,1260,browser
SVP00320,SV100012,SVC0001,2022-12-29,12:01:07,1320,browser
SVP00321,SV100012,SVC0001,2022-12-29,12:02:07,1380,browser
SVP00322,SV100012,SVC0001,2022-12-29,12:03:07,1440,browser
SVP00323,SV100012,SVC0001,2022-12-29,12:04:07,1500,browser
SVP00324,SV100012,SVC0001,2022-12-29,12:05:07,1560,browser
SVP00325,SV100012,SVC0001,2022-12-29,12:06:07,1620,browser
SVP00326,SV100012,SVC0001,2022-12-29,12:07:07,1680,browser
SVP00327,SV100012,SVC0001,2022-12-29,12:08:07,1740,browser
SVP00328,SV100012,SVC0001,2022-12-29,12:09:07,1800,browser
SVP00329,SV100012,SVC0001,2022-12-29,12:10:07,1860,browser
SVP00330,SV100012,SVC0001,2022-12-29,12:11:07,1920,browser
SVP00331,SV100012,SVC0001,2022-12-29,12:12:07,1980,browser
SVP00332,SV100012,SVC0001,2022-12-29,12:13:07,2040,browser
SVP00333,SV100012,SVC0001,2022-12-29,12:14:07,2100,browser
SVP00334,SV100012,SVC0001,2022-12-29,12:15:07,2160,browser
SVP00335,SV100012,SVC0001,2022-12-29,12:16:07,2220,browser
SVP00336,SV100012,SVC0001,2022-12-29,12:17:07,2280,browser
SVP00337,SV100012,SVC0001,2022-12-29,12:18:07,2340,browser
SVP00338,SV100012,SVC0001,2022-12-29,12:19:07,2400,browser
SVP00339,SV100012,SVC0001,2022-12-29,12:20:07,2460,browser
SVP00340,SV100005,SVC0024,2023-03-26,18:58:55,0,stb
SVP00341,SV100005,SVC0024,2023-03-26,18:59:55,60,stb
SVP00342,SV100005,SVC0024,2023-03-26,19:00:55,120,stb
SVP00343,SV100005,SVC0024,2023-03-26,19:01:55,180,stb
SVP00344,SV100005,SVC0024,2023-03-26,19:02:55,240,stb
SVP00345,SV100005,SVC0024,2023-03-26,19:03:55,300,stb
SVP00346,SV100005,SVC0024,2023-03-26,19:04:55,360,stb
SVP00347,SV100005,SVC0024,2023-03-26,19:05:55,420,stb
SVP00348,SV100005,SVC0024,2023-03-26,19:06:55,480,stb
SVP00349,SV100005,SVC0024,2023-03-26,19:07:55,540,stb
SVP00350,SV100005,SVC0024,2023-03-26,19:08:55,600,stb
SVP00351,SV100005,SVC0024,2023-03-26,19:09:55,660,stb
SVP00352,SV100005,SVC0024,2023-03-26,19:10:55,720,stb
SVP00353,SV100005,SVC0024,2023-03-26,19:11:55,780,stb
SVP00354,SV100005,SVC0024,2023-03-26,19:12:55,840,stb
SVP00355,SV100005,SVC0024,2023-03-26,19:13:55,900,stb
SVP00356,SV100005,SVC0024,2023-03-26,19:14:55,960,stb
SVP00357,SV100005,SVC0024,2023-03-26,19:15:55,1020,stb
SVP00358,SV100005,SVC0024,2023-03-26,19:16:55,1080,stb
SVP00359,SV100005,SVC0024,2023-03-26,19:17:55,1140,stb
SVP00360,SV100005,SVC0024,2023-03-26,19:18:55,1200,stb
SVP00361,SV100005,SVC0024,2023-03-26,19:19:55,1260,stb
SVP00362,SV100005,SVC0024,2023-03-26,19:20:55,1320,stb
SVP00363,SV100005,SVC0024,2023-03-26,19:21:55,1380,stb
SVP00364,SV100005,SVC0024,2023-03-26,19:22:55,1440,stb
SVP00365,SV100005,SVC0024,2023-03-26,19:23:55,1500,stb
SVP00366,SV100005,SVC0024,2023-03-26,19:24:55,1560,stb
SVP00367,SV100005,SVC0024,2023-03-26,19:25:55,1620,stb
SVP00368,SV100005,SVC0024,2023-03-26,19:26:55,1680,stb
SVP00369,SV100005,SVC0024,2023-03-26,19:27:55,1740,stb
SVP00370,SV100005,SVC0024,2023-03-26,19:29:55,1860,stb
SVP00371,SV100005,SVC0024,2023-03-26,19:30:55,1920,stb
SVP00372,SV100005,SVC0024,2023-03-26,19:31:55,1980,stb
SVP00373,SV100005,SVC0024,2023-03-26,19:32:55,2040,stb
SVP00374,SV100005,SVC0024,2023-03-26,19:33:55,2100,stb
SVP00375,SV100005,SVC0024,2023-03-26,19:34:55,2160,stb
SVP00376,SV100005,SVC0024,2023-03-26,19:35:55,2220,stb
SVP00377,SV100005,SVC0024,2023-03-26,19:36:55,2280,stb
SVP00378,SV100005,SVC0024,2023-03-26,19:37:55,2340,stb
SVP00379,SV100005,SVC0024,2023-03-26,19:38:55,2400,stb
SVP00380,SV100005,SVC0024,2023-03-26,19:39:55,2460,stb
SVP00381,SV100013,SVC0018,2021-10-08,19:55:35,0,stb
SVP00382,SV100013,SVC0018,2021-10-08,19:56:35,60,stb
SVP00383,SV100013,SVC0018,2021-10-08,19:57:35,120,stb
SVP00384,SV100013,SVC0018,2021-10-08,19:58:35,180,stb
SVP00385,SV100013,SVC0018,2021-10-08,19:59:35,240,stb
SVP00386,SV100013,SVC0018,2021-10-08,20:00:35,300,stb
SVP00387,SV100013,SVC0018,2021-10-08,20:01:35,360,stb
SVP00388,SV100013,SVC0018,2021-10-08,20:02:35,420,stb
SVP00389,SV100013,SVC0018,2021-10-08,20:03:35,480,stb
SVP00390,SV100013,SVC0018,2021-10-08,20:04:35,540,stb
SVP00391,SV100013,SVC0018,2021-10-08,20:05:35,600,stb
SVP00392,SV100013,SVC0018,2021-10-08,20:06:35,660,stb
