event_id,user_id,content_id,watched_at,watch_duration_seconds,device_type,batched_at
evt_0045,usr_819,cnt_030,2024-02-15 20:00:00,6720,Smart TV,2024-02-16 00:00:00
evt_0046,usr_414,cnt_023,2024-02-16 22:00:00,3480,TABLET,2024-02-17 00:00:00
evt_0047,usr_307,cnt_021,2024-02-17 20:00:00,3000,web,2024-02-18 00:00:00
evt_0048,usr_101,cnt_025,2024-02-17 15:00:00,8700,Smart TV,2024-02-18 00:00:00
evt_0049,usr_204,cnt_032,2024-02-18 19:30:00,660,mobile,2024-02-19 00:00:00
evt_0003,usr_412,cnt_016,2024-02-18 21:00:00,7080,mobile,2024-02-19 00:00:00
evt_0051,usr_510,cnt_026,2024-02-19 20:30:00,2880,Smart TV,2024-02-20 00:00:00
evt_0052,usr_715,cnt_033,2024-02-25 15:00:00,9600,smart tv,2024-02-26 00:00:00
evt_0053,usr_901,cnt_034,2024-02-20 21:00:00,3300,Mobile,2024-02-21 00:00:00
evt_0054,usr_820,cnt_017,2024-02-21 20:00:00,2820,web,2024-02-22 00:00:00
evt_0055,usr_613,cnt_031,2024-02-22 21:30:00,2640,Smart TV,2024-02-23 00:00:00
evt_0056,usr_819,cnt_019,2024-02-24 15:00:00,10800,Smart TV,2024-02-25 00:00:00
evt_0001,usr_309,cnt_027,2024-02-25 16:00:00,5160,mobile,2024-02-26 00:00:00
evt_0058,usr_103,cnt_014,2024-02-26 21:00:00,2400,smart tv,2024-02-27 00:00:00
evt_0059,usr_716,cnt_011,2024-02-27 20:30:00,3300,Mobile,2024-02-28 00:00:00
evt_0060,usr_818,cnt_035,2024-02-28 22:00:00,1920,WEB,2024-02-29 00:00:00
