event_id,user_id,content_id,watched_at,watch_duration_seconds,device_type,batched_at
evt_0410,usr_465,cnt_030,2024-01-02 21:23:00,686,WEB,2024-01-03 00:00:00
evt_4698,usr_546,cnt_062,2024-01-02 21:26:00,5486,Mobile,2024-01-03 00:00:00
evt_2213,usr_788,cnt_095,2024-01-02 21:27:00,2574,mobile,2024-01-03 00:00:00
evt_3248,usr_842,cnt_016,2024-01-02 22:05:00,5114,Smart TV,2024-01-03 00:00:00
evt_3404,usr_277,cnt_048,2024-01-02 22:16:00,2236,Web,2024-01-03 00:00:00
evt_4601,usr_327,cnt_042,2024-01-02 23:01:00,5128,Smart TV,2024-01-03 00:00:00
evt_4291,usr_879,cnt_047,2024-01-02 23:25:00,3632,Mobile,2024-01-03 00:00:00
evt_3382,usr_761,cnt_040,2024-01-02 23:30:00,1281,MOBILE,2024-01-03 00:00:00
evt_1910,usr_787,cnt_032,2024-01-03 13:19:00,9125,MOBILE,2024-01-04 00:00:00
evt_2185,usr_842,cnt_046,2024-01-03 13:36:00,966,Tablet,2024-01-04 00:00:00
evt_1543,usr_331,cnt_005,2024-01-03 13:49:00,1599,WEB,2024-01-04 00:00:00
evt_3980,usr_240,cnt_014,2024-01-03 14:35:00,1701,Mobile,2024-01-04 00:00:00
evt_4058,usr_506,cnt_105,2024-01-03 15:15:00,6976,MOBILE,2024-01-04 00:00:00
evt_0396,usr_408,cnt_061,2024-01-03 15:26:00,2050,TABLET,2024-01-04 00:00:00
evt_2794,usr_778,cnt_050,2024-01-03 16:00:00,3472,TABLET,2024-01-04 00:00:00
evt_3769,usr_554,cnt_044,2024-01-03 16:12:00,3403,web,2024-01-04 00:00:00
evt_3499,usr_946,cnt_086,2024-01-03 17:01:00,6557,Smart TV,2024-01-04 00:00:00
evt_3825,usr_416,cnt_079,2024-01-03 17:28:00,1486,SMART TV,2024-01-04 00:00:00
evt_3199,usr_393,cnt_078,2024-01-03 17:35:00,6246,MOBILE,2024-01-04 00:00:00
evt_1990,usr_809,cnt_078,2024-01-03 18:15:00,2707,Mobile,2024-01-04 00:00:00
evt_2723,usr_288,cnt_001,2024-01-03 18:36:00,771,MOBILE,2024-01-04 00:00:00
evt_0200,usr_277,cnt_046,2024-01-03 20:08:00,3072,TABLET,2024-01-04 00:00:00
evt_1978,usr_178,cnt_041,2024-01-03 22:10:00,8676,mobile,2024-01-04 00:00:00
evt_0994,usr_832,cnt_087,2024-01-03 22:22:00,1504,mobile,2024-01-04 00:00:00
evt_1527,usr_787,cnt_033,2024-01-03 22:26:00,546,SMART TV,2024-01-04 00:00:00
evt_3173,usr_576,cnt_031,2024-01-03 22:58:00,6780,Mobile,2024-01-04 00:00:00
evt_4230,usr_250,cnt_027,2024-01-03 23:37:00,1953,Mobile,2024-01-04 00:00:00
evt_4493,usr_585,cnt_010,2024-01-03 23:58:00,3529,Smart TV,2024-01-04 00:00:00
evt_0520,usr_280,cnt_033,2024-01-04 00:07:00,2215,MOBILE,2024-01-05 00:00:00
evt_1098,usr_406,cnt_003,2024-01-04 00:53:00,1409,Web,2024-01-05 00:00:00
evt_3650,usr_412,cnt_089,2024-01-04 13:44:00,1930,mobile,2024-01-05 00:00:00
evt_3625,usr_501,cnt_053,2024-01-04 13:50:00,4793,MOBILE,2024-01-05 00:00:00
evt_4153,usr_531,cnt_007,2024-01-04 13:56:00,3184,Mobile,2024-01-05 00:00:00
evt_1409,usr_583,cnt_066,2024-01-04 14:33:00,8484,mobile,2024-01-05 00:00:00
evt_2142,usr_105,cnt_071,2024-01-04 14:56:00,2255,Mobile,2024-01-05 00:00:00
evt_1153,usr_139,cnt_052,2024-01-04 15:20:00,563,WEB,2024-01-05 00:00:00
evt_3551,usr_458,cnt_044,2024-01-04 15:50:00,872,TABLET,2024-01-05 00:00:00
evt_4988,usr_280,cnt_060,2024-01-04 16:43:00,2196,web,2024-01-05 00:00:00
evt_0158,usr_853,cnt_117,2024-01-04 16:59:00,6923,Web,2024-01-05 00:00:00
evt_1734,usr_613,cnt_021,2024-01-04 17:20:00,2991,SMART TV,2024-01-05 00:00:00
evt_1742,usr_427,cnt_101,2024-01-04 17:28:00,5155,tablet,2024-01-05 00:00:00
evt_3182,usr_879,cnt_119,2024-01-04 17:29:00,3827,Web,2024-01-05 00:00:00
evt_4142,usr_430,cnt_007,2024-01-04 17:58:00,1059,mobile,2024-01-05 00:00:00
evt_3042,usr_676,cnt_023,2024-01-04 18:03:00,2925,WEB,2024-01-05 00:00:00
evt_2534,usr_871,cnt_091,2024-01-04 20:01:00,2665,Web,2024-01-05 00:00:00
evt_2211,usr_185,cnt_113,2024-01-04 20:12:00,7169,TABLET,2024-01-05 00:00:00
evt_4129,usr_939,cnt_062,2024-01-04 21:22:00,4680,mobile,2024-01-05 00:00:00
evt_3911,usr_939,cnt_002,2024-01-04 21:54:00,8700,SMART TV,2024-01-05 00:00:00
evt_2039,usr_478,cnt_078,2024-01-04 22:58:00,4581,smart tv,2024-01-05 00:00:00
evt_1525,usr_415,cnt_072,2024-01-05 00:04:00,9364,Mobile,2024-01-06 00:00:00
evt_2181,usr_517,cnt_006,2024-01-05 00:14:00,1806,mobile,2024-01-06 00:00:00
evt_2957,usr_873,cnt_020,2024-01-05 00:46:00,845,MOBILE,2024-01-06 00:00:00
evt_2314,usr_776,cnt_033,2024-01-05 13:44:00,6689,smart tv,2024-01-06 00:00:00
evt_4408,usr_110,cnt_084,2024-01-05 14:13:00,1656,TABLET,2024-01-06 00:00:00
evt_2215,usr_872,cnt_089,2024-01-05 14:18:00,6219,web,2024-01-06 00:00:00
evt_2379,usr_700,cnt_095,2024-01-05 14:30:00,5682,Mobile,2024-01-06 00:00:00
evt_4110,usr_560,cnt_061,2024-01-05 14:58:00,2841,TABLET,2024-01-06 00:00:00
evt_2433,usr_636,cnt_119,2024-01-05 15:19:00,1517,Web,2024-01-06 00:00:00
evt_2564,usr_902,cnt_083,2024-01-05 15:37:00,4011,MOBILE,2024-01-06 00:00:00
evt_3144,usr_280,cnt_115,2024-01-05 16:17:00,7546,Smart TV,2024-01-06 00:00:00
evt_3272,usr_546,cnt_059,2024-01-05 16:25:00,1088,Web,2024-01-06 00:00:00
evt_3479,usr_650,cnt_066,2024-01-05 16:45:00,6049,smart tv,2024-01-06 00:00:00
evt_4202,usr_618,cnt_019,2024-01-05 17:01:00,3065,tablet,2024-01-06 00:00:00
evt_1888,usr_377,cnt_018,2024-01-05 17:10:00,3122,web,2024-01-06 00:00:00
evt_2270,usr_226,cnt_019,2024-01-05 18:14:00,3426,MOBILE,2024-01-06 00:00:00
evt_2099,usr_277,cnt_100,2024-01-05 18:54:00,501,Smart TV,2024-01-06 00:00:00
evt_4498,usr_131,cnt_101,2024-01-05 19:35:00,690,MOBILE,2024-01-06 00:00:00
evt_0344,usr_332,cnt_041,2024-01-05 19:43:00,542,Smart TV,2024-01-06 00:00:00
evt_3635,usr_288,cnt_046,2024-01-05 21:20:00,986,tablet,2024-01-06 00:00:00
evt_4221,usr_501,cnt_081,2024-01-05 21:34:00,2919,Mobile,2024-01-06 00:00:00
evt_2699,usr_880,cnt_048,2024-01-05 21:41:00,5262,web,2024-01-06 00:00:00
evt_2417,usr_657,cnt_092,2024-01-05 21:57:00,586,mobile,2024-01-06 00:00:00
evt_0948,usr_791,cnt_084,2024-01-05 22:59:00,1142,TABLET,2024-01-06 00:00:00
evt_2978,usr_575,cnt_105,2024-01-05 23:39:00,1135,SMART TV,2024-01-06 00:00:00
evt_1502,usr_635,cnt_053,2024-01-06 13:18:00,7125,web,2024-01-07 00:00:00
evt_4309,usr_416,cnt_010,2024-01-06 13:38:00,8388,web,2024-01-07 00:00:00
evt_4844,usr_136,cnt_090,2024-01-06 14:26:00,5762,Mobile,2024-01-07 00:00:00
evt_2152,usr_237,cnt_053,2024-01-06 15:02:00,10628,SMART TV,2024-01-07 00:00:00
evt_1132,usr_744,cnt_081,2024-01-06 15:50:00,321,web,2024-01-07 00:00:00
evt_3188,usr_273,cnt_048,2024-01-06 16:10:00,6064,Tablet,2024-01-07 00:00:00
evt_4963,usr_873,cnt_060,2024-01-06 16:23:00,9115,smart tv,2024-01-07 00:00:00
evt_1537,usr_648,cnt_099,2024-01-06 16:25:00,6745,MOBILE,2024-01-07 00:00:00
evt_2328,usr_563,cnt_058,2024-01-06 16:26:00,697,MOBILE,2024-01-07 00:00:00
evt_1560,usr_558,cnt_118,2024-01-06 16:46:00,4977,Tablet,2024-01-07 00:00:00
evt_3084,usr_945,cnt_117,2024-01-06 17:45:00,2542,Mobile,2024-01-07 00:00:00
evt_4278,usr_770,cnt_064,2024-01-06 17:57:00,2866,web,2024-01-07 00:00:00
evt_4629,usr_522,cnt_085,2024-01-06 18:29:00,8336,SMART TV,2024-01-07 00:00:00
evt_1436,usr_842,cnt_103,2024-01-06 19:36:00,2972,Web,2024-01-07 00:00:00
evt_4239,usr_299,cnt_117,2024-01-06 19:39:00,6597,tablet,2024-01-07 00:00:00
evt_2114,usr_914,cnt_061,2024-01-06 19:51:00,3543,MOBILE,2024-01-07 00:00:00
evt_4763,usr_761,cnt_012,2024-01-06 19:57:00,2799,Mobile,2024-01-07 00:00:00
evt_1611,usr_415,cnt_095,2024-01-06 20:50:00,3255,Web,2024-01-07 00:00:00
evt_4000,usr_890,cnt_070,2024-01-06 22:25:00,3563,SMART TV,2024-01-07 00:00:00
evt_0493,usr_288,cnt_040,2024-01-06 22:48:00,939,Mobile,2024-01-07 00:00:00
evt_0770,usr_394,cnt_076,2024-01-06 22:50:00,2069,SMART TV,2024-01-07 00:00:00
evt_2664,usr_454,cnt_044,2024-01-06 22:55:00,8228,SMART TV,2024-01-07 00:00:00
evt_0938,usr_496,cnt_028,2024-01-06 23:27:00,852,mobile,2024-01-07 00:00:00
evt_1545,usr_291,cnt_078,2024-01-07 00:09:00,6105,Tablet,2024-01-08 00:00:00
evt_4849,usr_210,cnt_011,2024-01-07 00:32:00,8348,mobile,2024-01-08 00:00:00
evt_4546,usr_302,cnt_075,2024-01-07 13:15:00,7303,Mobile,2024-01-08 00:00:00
evt_4986,usr_820,cnt_024,2024-01-07 14:00:00,1958,Mobile,2024-01-08 00:00:00
evt_4151,usr_787,cnt_119,2024-01-07 14:14:00,1821,web,2024-01-08 00:00:00
evt_4823,usr_630,cnt_073,2024-01-07 14:26:00,1555,SMART TV,2024-01-08 00:00:00
evt_2555,usr_914,cnt_046,2024-01-07 14:46:00,9767,mobile,2024-01-08 00:00:00
evt_1695,usr_879,cnt_076,2024-01-07 14:50:00,6661,Mobile,2024-01-08 00:00:00
evt_2807,usr_864,cnt_016,2024-01-07 15:47:00,466,tablet,2024-01-08 00:00:00
evt_4245,usr_770,cnt_074,2024-01-07 15:54:00,1232,MOBILE,2024-01-08 00:00:00
evt_2775,usr_809,cnt_060,2024-01-07 16:38:00,1912,web,2024-01-08 00:00:00
evt_1149,usr_540,cnt_076,2024-01-07 16:56:00,2229,tablet,2024-01-08 00:00:00
evt_4405,usr_406,cnt_028,2024-01-07 17:07:00,1080,MOBILE,2024-01-08 00:00:00
evt_4935,usr_888,cnt_013,2024-01-07 17:20:00,2821,tablet,2024-01-08 00:00:00
evt_2689,usr_888,cnt_037,2024-01-07 17:55:00,1592,MOBILE,2024-01-08 00:00:00
evt_1010,usr_778,cnt_072,2024-01-07 19:05:00,2738,MOBILE,2024-01-08 00:00:00
evt_2204,usr_240,cnt_028,2024-01-07 19:30:00,4728,tablet,2024-01-08 00:00:00
evt_2422,usr_817,cnt_087,2024-01-07 19:43:00,1427,mobile,2024-01-08 00:00:00
evt_0578,usr_401,cnt_016,2024-01-07 19:59:00,1322,SMART TV,2024-01-08 00:00:00
evt_2126,usr_829,cnt_014,2024-01-07 20:13:00,3548,SMART TV,2024-01-08 00:00:00
evt_1268,usr_914,cnt_036,2024-01-07 20:14:00,2396,smart tv,2024-01-08 00:00:00
evt_0490,usr_829,cnt_065,2024-01-07 20:57:00,8786,WEB,2024-01-08 00:00:00
evt_2883,usr_539,cnt_055,2024-01-07 21:02:00,1514,Mobile,2024-01-08 00:00:00
evt_4870,usr_502,cnt_045,2024-01-07 21:42:00,347,Smart TV,2024-01-08 00:00:00
evt_2804,usr_808,cnt_074,2024-01-07 21:45:00,3365,MOBILE,2024-01-08 00:00:00
evt_4801,usr_274,cnt_008,2024-01-07 22:12:00,898,mobile,2024-01-08 00:00:00
evt_1868,usr_145,cnt_055,2024-01-07 22:19:00,2005,web,2024-01-08 00:00:00
evt_4725,usr_811,cnt_008,2024-01-07 22:39:00,3936,Smart TV,2024-01-08 00:00:00
evt_1870,usr_210,cnt_117,2024-01-07 22:41:00,681,MOBILE,2024-01-08 00:00:00
evt_4005,usr_226,cnt_079,2024-01-07 23:05:00,4894,Mobile,2024-01-08 00:00:00
evt_1025,usr_746,cnt_006,2024-01-08 00:10:00,10091,tablet,2024-01-09 00:00:00
evt_3139,usr_247,cnt_055,2024-01-08 13:14:00,3759,Mobile,2024-01-09 00:00:00
evt_3674,usr_188,cnt_095,2024-01-08 14:30:00,2127,Mobile,2024-01-09 00:00:00
evt_1986,usr_249,cnt_005,2024-01-08 14:40:00,717,Mobile,2024-01-09 00:00:00
evt_3948,usr_809,cnt_003,2024-01-08 14:47:00,7133,Web,2024-01-09 00:00:00
evt_3073,usr_284,cnt_067,2024-01-08 15:40:00,1428,MOBILE,2024-01-09 00:00:00
evt_2727,usr_712,cnt_071,2024-01-08 15:50:00,3104,Smart TV,2024-01-09 00:00:00
evt_4426,usr_767,cnt_011,2024-01-08 16:24:00,2890,web,2024-01-09 00:00:00
evt_3767,usr_105,cnt_078,2024-01-08 16:40:00,1101,WEB,2024-01-09 00:00:00
evt_4488,usr_514,cnt_093,2024-01-08 17:13:00,2546,SMART TV,2024-01-09 00:00:00
evt_3068,usr_429,cnt_067,2024-01-08 18:14:00,3287,Tablet,2024-01-09 00:00:00
evt_1466,usr_406,cnt_061,2024-01-08 18:23:00,9985,Tablet,2024-01-09 00:00:00
evt_4365,usr_618,cnt_072,2024-01-08 18:47:00,8294,MOBILE,2024-01-09 00:00:00
evt_1415,usr_332,cnt_077,2024-01-08 19:04:00,1847,Mobile,2024-01-09 00:00:00
evt_4275,usr_558,cnt_089,2024-01-08 19:45:00,3199,WEB,2024-01-09 00:00:00
evt_0346,usr_793,cnt_085,2024-01-08 20:10:00,4117,Smart TV,2024-01-09 00:00:00
evt_4207,usr_527,cnt_054,2024-01-08 20:14:00,313,MOBILE,2024-01-09 00:00:00
evt_3504,usr_609,cnt_029,2024-01-08 20:15:00,6081,TABLET,2024-01-09 00:00:00
evt_0553,usr_210,cnt_021,2024-01-08 20:32:00,1790,mobile,2024-01-09 00:00:00
evt_2536,usr_150,cnt_002,2024-01-08 21:02:00,3143,Mobile,2024-01-09 00:00:00
evt_3338,usr_206,cnt_042,2024-01-08 21:36:00,5360,Mobile,2024-01-09 00:00:00
evt_0698,usr_226,cnt_003,2024-01-08 21:37:00,9463,mobile,2024-01-09 00:00:00
evt_0816,usr_563,cnt_044,2024-01-08 22:15:00,1278,web,2024-01-09 00:00:00
evt_2375,usr_637,cnt_120,2024-01-08 22:46:00,3074,Mobile,2024-01-09 00:00:00
evt_1079,usr_503,cnt_022,2024-01-08 22:57:00,3054,mobile,2024-01-09 00:00:00
evt_2246,usr_219,cnt_030,2024-01-08 22:59:00,6507,MOBILE,2024-01-09 00:00:00
evt_1587,usr_540,cnt_115,2024-01-08 23:28:00,10601,WEB,2024-01-09 00:00:00
evt_4135,usr_627,cnt_066,2024-01-08 23:35:00,5637,MOBILE,2024-01-09 00:00:00
evt_2615,usr_113,cnt_047,2024-01-08 23:42:00,1391,Mobile,2024-01-09 00:00:00
evt_1851,usr_631,cnt_105,2024-01-09 00:15:00,1822,MOBILE,2024-01-10 00:00:00
evt_2964,usr_591,cnt_032,2024-01-09 00:32:00,8070,TABLET,2024-01-10 00:00:00
evt_3782,usr_776,cnt_053,2024-01-09 00:33:00,1309,mobile,2024-01-10 00:00:00
evt_4723,usr_349,cnt_093,2024-01-09 00:39:00,5601,mobile,2024-01-10 00:00:00
evt_4573,usr_247,cnt_060,2024-01-09 13:01:00,3108,tablet,2024-01-10 00:00:00
evt_0616,usr_788,cnt_005,2024-01-09 15:35:00,2741,Mobile,2024-01-10 00:00:00
evt_0872,usr_288,cnt_043,2024-01-09 15:42:00,3463,TABLET,2024-01-10 00:00:00
evt_1869,usr_920,cnt_022,2024-01-09 16:07:00,5833,Tablet,2024-01-10 00:00:00
evt_4212,usr_582,cnt_004,2024-01-09 17:21:00,7985,WEB,2024-01-10 00:00:00
evt_0146,usr_789,cnt_061,2024-01-09 17:26:00,9067,Mobile,2024-01-10 00:00:00
evt_2359,usr_946,cnt_116,2024-01-09 18:08:00,1883,Web,2024-01-10 00:00:00
evt_4774,usr_248,cnt_001,2024-01-09 18:12:00,6143,Mobile,2024-01-10 00:00:00
evt_2305,usr_128,cnt_049,2024-01-09 18:39:00,941,MOBILE,2024-01-10 00:00:00
evt_3997,usr_711,cnt_037,2024-01-09 18:46:00,1775,Mobile,2024-01-10 00:00:00
evt_2304,usr_558,cnt_090,2024-01-09 19:25:00,911,tablet,2024-01-10 00:00:00
evt_2825,usr_433,cnt_102,2024-01-09 19:34:00,1637,mobile,2024-01-10 00:00:00
evt_2829,usr_327,cnt_007,2024-01-09 19:55:00,2539,Smart TV,2024-01-10 00:00:00
evt_3792,usr_292,cnt_114,2024-01-09 20:13:00,3574,SMART TV,2024-01-10 00:00:00
evt_0204,usr_635,cnt_112,2024-01-09 20:16:00,6596,MOBILE,2024-01-10 00:00:00
evt_2226,usr_523,cnt_072,2024-01-09 21:08:00,334,web,2024-01-10 00:00:00
evt_2222,usr_218,cnt_070,2024-01-09 21:40:00,434,Mobile,2024-01-10 00:00:00
evt_0099,usr_466,cnt_073,2024-01-09 22:09:00,3342,mobile,2024-01-10 00:00:00
evt_4446,usr_164,cnt_059,2024-01-09 22:22:00,8853,Mobile,2024-01-10 00:00:00
evt_2051,usr_237,cnt_100,2024-01-09 23:28:00,651,SMART TV,2024-01-10 00:00:00
evt_0476,usr_787,cnt_019,2024-01-09 23:36:00,1535,mobile,2024-01-10 00:00:00
evt_1180,usr_546,cnt_096,2024-01-09 23:43:00,6156,SMART TV,2024-01-10 00:00:00
evt_2691,usr_880,cnt_008,2024-01-09 23:45:00,2637,MOBILE,2024-01-10 00:00:00
evt_1063,usr_219,cnt_075,2024-01-09 23:46:00,6633,SMART TV,2024-01-10 00:00:00
evt_1796,usr_110,cnt_056,2024-01-10 00:27:00,8059,SMART TV,2024-01-11 00:00:00
evt_1619,usr_788,cnt_104,2024-01-10 00:41:00,1203,Tablet,2024-01-11 00:00:00
evt_3082,usr_502,cnt_083,2024-01-10 13:16:00,2372,web,2024-01-11 00:00:00
evt_2923,usr_142,cnt_108,2024-01-10 14:01:00,3163,Mobile,2024-01-11 00:00:00
evt_0806,usr_926,cnt_053,2024-01-10 14:24:00,9574,SMART TV,2024-01-11 00:00:00
evt_2515,usr_117,cnt_034,2024-01-10 14:59:00,4267,Web,2024-01-11 00:00:00
evt_4664,usr_433,cnt_064,2024-01-10 15:21:00,1887,WEB,2024-01-11 00:00:00
evt_0023,usr_408,cnt_064,2024-01-10 15:32:00,1508,smart tv,2024-01-11 00:00:00
evt_2428,usr_486,cnt_117,2024-01-10 15:33:00,3208,tablet,2024-01-11 00:00:00
evt_2715,usr_298,cnt_029,2024-01-10 16:03:00,2715,MOBILE,2024-01-11 00:00:00
evt_2030,usr_539,cnt_016,2024-01-10 16:42:00,10017,mobile,2024-01-11 00:00:00
evt_0796,usr_454,cnt_083,2024-01-10 16:59:00,3317,web,2024-01-11 00:00:00
evt_2511,usr_522,cnt_097,2024-01-10 17:16:00,1606,Mobile,2024-01-11 00:00:00
evt_2885,usr_465,cnt_027,2024-01-10 17:51:00,1969,MOBILE,2024-01-11 00:00:00
evt_1037,usr_734,cnt_107,2024-01-10 18:04:00,1830,mobile,2024-01-11 00:00:00
evt_4435,usr_678,cnt_079,2024-01-10 18:49:00,1425,mobile,2024-01-11 00:00:00
evt_1302,usr_149,cnt_030,2024-01-10 19:11:00,4980,tablet,2024-01-11 00:00:00
evt_4243,usr_502,cnt_114,2024-01-10 19:17:00,6852,Mobile,2024-01-11 00:00:00
evt_2235,usr_902,cnt_055,2024-01-10 19:25:00,1249,Mobile,2024-01-11 00:00:00
evt_2924,usr_576,cnt_051,2024-01-10 19:59:00,1587,Smart TV,2024-01-11 00:00:00
evt_1844,usr_635,cnt_084,2024-01-10 20:27:00,5508,Tablet,2024-01-11 00:00:00
evt_3497,usr_607,cnt_120,2024-01-10 20:48:00,6735,TABLET,2024-01-11 00:00:00
evt_2002,usr_500,cnt_055,2024-01-10 21:30:00,3559,Tablet,2024-01-11 00:00:00
evt_1159,usr_895,cnt_094,2024-01-10 21:47:00,2518,mobile,2024-01-11 00:00:00
evt_4025,usr_871,cnt_088,2024-01-10 23:24:00,2760,MOBILE,2024-01-11 00:00:00
evt_4675,usr_134,cnt_096,2024-01-10 23:25:00,961,mobile,2024-01-11 00:00:00
evt_4029,usr_787,cnt_099,2024-01-11 00:02:00,832,WEB,2024-01-12 00:00:00
evt_0203,usr_506,cnt_106,2024-01-11 00:28:00,6482,web,2024-01-12 00:00:00
evt_4691,usr_368,cnt_105,2024-01-11 00:43:00,496,mobile,2024-01-12 00:00:00
evt_0817,usr_914,cnt_075,2024-01-11 14:13:00,10260,Web,2024-01-12 00:00:00
evt_2776,usr_464,cnt_109,2024-01-11 14:28:00,6768,mobile,2024-01-12 00:00:00
evt_3657,usr_133,cnt_084,2024-01-11 15:05:00,1957,Mobile,2024-01-12 00:00:00
evt_1558,usr_277,cnt_112,2024-01-11 15:25:00,5784,MOBILE,2024-01-12 00:00:00
evt_4625,usr_226,cnt_084,2024-01-11 15:29:00,3580,MOBILE,2024-01-12 00:00:00
evt_1323,usr_650,cnt_097,2024-01-11 15:56:00,1080,MOBILE,2024-01-12 00:00:00
evt_3675,usr_416,cnt_060,2024-01-11 15:56:00,3034,mobile,2024-01-12 00:00:00
evt_1665,usr_648,cnt_108,2024-01-11 16:01:00,4935,SMART TV,2024-01-12 00:00:00
evt_2911,usr_635,cnt_047,2024-01-11 16:04:00,4249,web,2024-01-12 00:00:00
